module,submodule,annotation,code
atepac,atepacan,@TasyFeature,"@TasyFeature(""AtePacAN_Chemo"")"
atepac,atepacan,extends WhebAction,public class AtePac_ANAction extends WhebAction {
atepac,atepacan,extends WhebAction,public class AtePac_ANFuncoes extends WhebAction {
atepac,atepacan,extends WhebAction,public class AtePac_ANSchematicsInterceptor extends WhebAction implements SchematicMetadataInterceptorInterface {
atepac,atepacan,@TasyFeature,"@TasyFeature(""AtePacAN"")"
atepac,atepacan,extends WhebAction,class AtivarPacienteConfirmacaoActionSelect extends WhebAction {
atepac,atepacan,@NamedAction,"@NamedAction(name = ""atepacan.AtivarPacienteSetorAction"", referedInterface = WCPanelAction.class)"
atepac,atepacan,@NamedAction,"@NamedAction(name = ""AtivarTipoQuimioAction"", referedInterface = NativeLookupAction.class)"
atepac,atepacan,@NamedAction,"@NamedAction(name = ""ConsultaHorariosAngular"", referedInterface = WCPanelAction.class)"
atepac,atepacan,extends WhebAction,public class EnviarEmailAgendamentoAction extends WhebAction {
atepac,atepacan,extends WhebAction,public class ExpectedDatesChemoPendenciesAction extends WhebAction {
atepac,atepacan,extends WhebAction,public class HorarioAgendaClickAction extends WhebAction {
atepac,atepacan,@NamedAction,"@NamedAction(name = ""SchedulingChemoItemStatus"", referedInterface = WCPanelAction.class)"
atepac,atepacan,@NamedAction,"@NamedAction(name = ""activateConsultationClassification"", referedInterface = NativeLookupAction.class)"
atepac,atepacan,extends DefaultCommand,public class AdditionalExamsWDBPAction extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class AgeintGrupoProcItemWDBPAction extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class AgendaClassifServicosOnInsertUpdate extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class AgendaClassifWDBPAction extends DefaultCommand {
atepac,atepacan,@NamedAction,"@NamedAction(name = ""AgendaConsultaQuimioWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacan,extends DefaultCommand,public class AgendaIntegradaItemWDBPAction extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class AgendaIntegradaItemWDBPNewRecord extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class AgendaIntegradaWDBPAction extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class AgendaIntegradaWDBPNewRecord extends DefaultCommand{
atepac,atepacan,extends DefaultCommand,public class AgendaListaEsperaWDBPAction extends DefaultCommand {
atepac,atepacan,@NamedAction,"@NamedAction(name = ""activateWaitingList"", referedInterface = WDBPanelAction.class)"
atepac,atepacan,extends DefaultCommand,public class AgendaPacOpmeWDBP extends DefaultCommand{
atepac,atepacan,extends DefaultCommand,public class AgendaRegraWDBPAction extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class AgListaEsperaContatoWDBPAction extends DefaultCommand {
atepac,atepacan,@TasyFeature,"@TasyFeature(""AtePacAN"")"
atepac,atepacan,@NamedAction,"@NamedAction(name = ""AtePacANHistoricoAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacan,@TasyFeature,"@TasyFeature(""AtePacAN"")"
atepac,atepacan,@NamedAction,"@NamedAction(name = ""AtePacANIntegrateSchedule"", referedInterface = WDBPanelAction.class)"
atepac,atepacan,extends DefaultCommand,public class AttachmentsWDBPAction extends DefaultCommand {
atepac,atepacan,@NamedAction,"@NamedAction(name = ""atepacan.CacelarPeriodoAgendas"", referedInterface = NativeLookupAction.class)"
atepac,atepacan,@NamedAction,"@NamedAction(name = ""ConsultaEstabelecimentoAction"", referedInterface = WCPanelAction.class)"
atepac,atepacan,extends DefaultCommand,public class ConsultPhysicianShiftOnInsertUpdate extends DefaultCommand {
atepac,atepacan,@NamedAction,"@NamedAction(name = ""DadosURAWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacan,@NamedAction,"@NamedAction(name = ""EncaixeSugestaoAgendaAction"", referedInterface = NativeLookupAction.class)"
atepac,atepacan,@NamedAction,"@NamedAction(name = ""IncluirPacienteListaEsperaAction"", referedInterface = NativeLookupAction.class)"
atepac,atepacan,extends WhebAction,public class InsertClinicalNotesAction extends WhebAction {
atepac,atepacan,extends WhebAction,public class InsertValuesIntegratedScheduleAction extends WhebAction {
atepac,atepacan,extends DefaultCommand,public class IntegratedScheduleItemWDBPOnDelete extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class IntegratedSchedulePhysicianHandler extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class IntegratedScheduleShiftPhysicianHandler extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class MedAvaliacaoPacienteWDBPNewRecord extends DefaultCommand{
atepac,atepacan,extends DefaultCommand,public class MedExamWDBPNewRecord extends DefaultCommand {
atepac,atepacan,@NamedAction,"@NamedAction(name = ""SchedulingItemsStatusNovo"", referedInterface = WCPanelAction.class)"
atepac,atepacan,@NamedAction,"@NamedAction(name = ""AtePacAN.PacientesPeriodoBloqueioWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacan,@NamedAction,"@NamedAction(name = ""AtePacAN.PatientConfirmationsWCPAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacan,extends DefaultCommand,public class PhysicianShiftOnInsertUpdate extends DefaultCommand {
atepac,atepacan,@NamedAction,"@NamedAction(name = ""ResumoAgendamentoWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacan,extends DefaultCommand,public class ScheduleProfessionalHandler extends DefaultCommand {
atepac,atepacan,@NamedAction,"@NamedAction(name = ""SchedulingItemsStatus"", referedInterface = WCPanelAction.class)"
atepac,atepacan,extends WhebAction,public class SelecionarGruposAction extends WhebAction {
atepac,atepacan,extends DefaultCommand,public class TimeProcedWDBPNewRecord extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class AgendaConsultaMSWDBPAction extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class AgendaPacienteMSWDBPAction extends DefaultCommand {
atepac,atepacan,extends WhebAction,public class MultiScheduleFunctions extends WhebAction {
atepac,atepacan,@W,@WPanelAction(11)
atepac,atepacan,@W,	@WPanelResource(70)
atepac,atepacan,@W,@WPanelAction(46)
atepac,atepacan,@W,	@WPanelResource(171)
atepac,atepacan,@W,@WPanelAction(29)
atepac,atepacan,@W,    @WPanelResource(128)
atepac,atepacan,@W,@WPanelAction(20)
atepac,atepacan,@W,    @WPanelResource(104)
atepac,atepacan,@W,    @WPanelResource(106)
atepac,atepacan,extends WhebAction,public class ChemotherapyWPAction extends WhebAction {
atepac,atepacan,extends WhebAction,public class ValuesChemoAction extends WhebAction {
atepac,atepacan,@NamedAction,"@NamedAction(name = ""FutureAndPastAppointmentsWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacan,extends DefaultCommand,public class patientScheOpmeWDBPOnInsertUpdate extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class BlockScheduleWDBP extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class BlockageSchedule extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class ConsultatioShiftWDBPOnDelete extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class ConvenioPost extends DefaultCommand {
atepac,atepacan,extends DefaultCommand,public class AgendaTurnoRulesWDBP extends DefaultCommand {
